output_id,example_id,language,vuln_type,tool,model,model_version,run,clarity_score,clarity_why,severity_justification_score,severity_justification_why,specificity_score,specificity_why,actionability_score,actionability_why,completeness_score,completeness_why,written_feedback,scored_at
OUT031,EX018,java,cmd-injection,codeql,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is mostly easy to understand because it states the issue plainly as ""Command line is built with string concatenation"" and adds that this is ""vulnerable to malicious insertion of special characters,"" though it does not name command injection explicitly.",3,"The output gives the severity label ""Severity: error"" and a broad risk explanation, but it does not explain why this specific line deserves error severity or what impact exploitation could have.",5,"The output identifies the exact location with ""Location: line 63, column 53"" and ties it to string concatenation in the command line.",2,"The output only says ""Using concatenated strings in a command line is vulnerable"" and does not provide a concrete replacement or instructions for safely constructing the command.",4,"The output includes a severity label, issue description, code location, and vulnerability explanation, but the ""Guidance"" does not really provide remediation advice.","The output is concise and generally understandable: it tells the developer that a command line is being built with string concatenation and gives an exact line and column. That makes it fairly clear and very specific. However, the severity is not well justified beyond a generic statement that concatenated command lines can allow malicious insertion of special characters. It does not explain what could happen in this code, such as attacker-controlled data altering the executed command. The biggest weakness is actionability: it warns about the pattern but does not tell the developer how to fix it, such as avoiding shell command construction with untrusted input, using safer APIs, separating command arguments, validating input, or using an allowlist. Overall it includes most expected information, but it is missing practical remediation guidance and a stronger explanation of the severity.",2026-08-21T21:58:47.752319+00:00
OUT031,EX018,java,cmd-injection,codeql,gemini,gemini-3.1-pro-preview,2,5,"The output is straightforward and easy to understand, clearly stating that the ""Command line is built with string concatenation"" and is ""vulnerable to malicious insertion of special characters"".",3,"The output provides a severity label of ""error"" and gives a broad explanation that the pattern is ""vulnerable to malicious insertion of special characters in the strings,"" without tying it directly to the provided code snippet.",5,"The output identifies both the exact line and the specific part of the line responsible for the issue by pointing to ""line 63, column 53"".",1,"The output suggests no fix, as the ""Guidance"" section only describes the vulnerability but offers no advice on what to use instead of concatenated strings.",4,"The output includes four of the five expected parts: a severity label, a description of the issue, the code location, and an explanation of the vulnerability, but it completely lacks remediation guidance.","The output is clear and straightforward in identifying the issue, pointing precisely to the exact location with line and column numbers. However, it severely lacks actionable remediation guidance; it explains that string concatenation is vulnerable to malicious insertion but fails to suggest a safer alternative (such as using `ProcessBuilder` or an array of string arguments). The severity is labeled as an ""error,"" and while the explanation of the vulnerability is broad enough to justify the severity generally, it doesn't contextualize the specific impact within the provided code snippet. Overall, it communicates what the problem is very effectively but leaves the developer guessing on how to fix it.",2026-08-21T21:59:01.691499+00:00
OUT032,EX019,java,cmd-injection,semgrep,claude,claude-opus-5,2,4,"The message reads as plain prose — ""Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command"" — and is easy to follow, though the long rule ID and the hedged ""could lead to command injection if variables ... are not properly sanitized"" leave the reader unsure what was actually proven about this code.",3,"It gives ""Severity: ERROR"" and a generic rationale (""This could lead to command injection if variables passed into the exec commands are not properly sanitized"") that describes the risk of the class of issue rather than tying it to the `bar`/`request` flow or the concrete impact of running `sh -c echo <input>` here.",4,"It pinpoints ""line 62, column 9"", the exact statement, but does not call out the tainted element within the line (the `bar` concatenation) or trace it back to the `request` parameter.",2,"The advice is generic boilerplate — ""avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values"" — with no indication of how to apply a whitelist to `bar` or restructure the ProcessBuilder argument list.",5,"All five parts appear: severity (""ERROR""), a description of the issue, a location (""line 62, column 9""), an explanation of why it is vulnerable (unsanitised HTTP input reaching an OS command), and remediation plus an OWASP reference link.","The output is written in clear, readable English and a developer would grasp the gist immediately: HTTP request data ends up in an OS command executed via ProcessBuilder, which risks command injection. The location is precise — line 62, column 9 — which lands exactly on `argList.add(""echo "" + bar)`, the point where the tainted string is folded into the command. What it stops short of is naming `bar` itself or showing the data flow from `request` through `doSomething()` into that concatenation; a taint trace would have removed any doubt that the flagged value really is attacker-controlled, especially since the message hedges with ""could lead to ... if variables ... are not properly sanitized"".

The severity label ""ERROR"" is present but only backed by a general statement about command injection risk. Nothing explains what an attacker could actually achieve here — that a shell is explicitly invoked with `sh -c` / `cmd.exe /c`, so metacharacters in the parameter would allow arbitrary command execution on the server, and that the output is even echoed back to the response. That code-specific reasoning would have made the ERROR rating feel earned rather than asserted.

Remediation is the weakest part. ""Avoid using these OS commands with user-supplied input, or ... use a whitelist of specific values"" is standard advice that could be pasted onto any finding of this rule. There is no concrete suggestion for this snippet — no mention of validating `bar` against an allowed set, avoiding the shell wrapper, or passing arguments as separate list elements instead of a concatenated shell string. The OWASP A03 link is useful background but is a reading assignment rather than a fix.

Nothing required is missing: severity, description, location, vulnerability explanation and remediation guidance are all present, so the output is complete in structure. Its shortcomings are depth rather than omission — the reasoning and the fix are both pitched at the level of the rule class instead of this specific piece of code.",2026-08-21T21:59:25.235353+00:00
OUT032,EX019,java,cmd-injection,semgrep,chatgpt,gpt-5.5-2026-04-23,2,5,"The output is easy to understand because the message plainly says, ""Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command"" and explains that this ""could lead to command injection.""",3,"The output gives the severity label ""Severity: ERROR"" and broadly explains the risk as ""could lead to command injection,"" but it does not explain in detail why this instance deserves ERROR severity or the concrete impact of exploitation.",4,"The output points to an exact location with ""Location: line 62, column 9,"" but it does not quote the code or identify the specific expression such as the user-influenced value in ""echo "" + bar.",2,"The output gives general remediation advice, ""avoid using these OS commands with user-supplied input"" or ""use a whitelist of specific values,"" but it does not explain exactly how to rewrite this code.",5,"The output includes all expected parts: a severity label ""ERROR,"" an issue description, a location, an explanation that request input reaches command execution and ""could lead to command injection,"" and remediation guidance.","The output is clear and concise: it explains that HTTP request input is reaching ProcessBuilder or exec and that this may cause command injection. It is also fairly specific because it gives a precise line and column. However, it does not show the actual code or name the relevant variable, so the developer still has to inspect the line to understand that the command string includes user-influenced data. The severity is labeled as ERROR, but the output does not really justify why it is that severe beyond saying command injection could occur. The fix guidance is useful but generic: avoiding OS commands with user input or using a whitelist is good advice, but the warning does not provide a concrete code-level fix for this snippet, such as removing shell invocation, validating the value used in the command, or restructuring the ProcessBuilder call.",2026-08-21T21:59:39.281129+00:00
OUT032,EX019,java,cmd-injection,semgrep,gemini,gemini-3.1-pro-preview,2,5,"The output is easy to understand, using clear language to describe the issue and its potential consequences.",3,"The output provides a severity label of ""ERROR"" and broadly explains the danger by stating ""This could lead to command injection,"" but does not explain the seriousness in the specific context of the code snippet.",5,"The output points to the exact code location and responsible part by specifying ""line 62, column 9"".",2,"The output only suggests a broad, generic fix (""avoid using these OS commands with user-supplied input, or... use a whitelist of specific values"") without detailing what to change in the actual code snippet.",5,"The output includes all five expected parts: a severity label, description, location, explanation of vulnerability, and remediation guidance.","The output is highly clear and completely encompasses all necessary components of a vulnerability warning. The specificity is excellent, pinpointing the exact line and column where the vulnerability occurs. However, the severity justification relies on a broad explanation of command injection rather than explaining the specific risks related to this exact code snippet. Similarly, the actionability is lacking because the tool only provides general remediation advice (like using a whitelist) rather than suggesting concrete changes to the provided Java code.",2026-08-21T21:59:53.774744+00:00
OUT033,EX020,java,cmd-injection,bearer,claude,claude-opus-5,2,4,"The message ""Unsanitized user input in OS command"" and the description of how ""Directly incorporating external or user-defined input into an OS command"" leads to injection read clearly, though the remediation example is slightly garbled (a bare ""java"" line instead of a formatted code block) and the example itself is unrelated to the snippet's echo command.",3,"It labels the issue ""Severity: critical"" and explains the general danger (""allows attackers to execute unauthorized commands on the operating system, potentially leading to a compromise of system integrity""), but the reasoning is generic to command injection rather than tied to this servlet's request-derived `bar` reaching `r.exec`.",4,"""Location: line 64"" pins the exact line containing the `r.exec` call, but the output never singles out the offending part of that line, the `cmd + bar` concatenation, or trace `bar` back to the decoded request parameter.",3,"The remediations tell the developer to avoid dynamic input in OS commands and to ""use hardcoded values"", with a generic illustrative snippet, but nothing addresses this code's `bar` variable, allowlisting, or using ProcessBuilder with separated arguments.",5,"All five parts are present: severity (""critical""), description (""Unsanitized user input in OS command""), location (""line 64""), a why-it-is-vulnerable explanation, and remediation guidance plus an OWASP reference link.","The output is easy to read and gets the point across quickly: a critical command injection at line 64, with a short message and a plain-language description of why mixing user input into OS commands is dangerous. All five expected elements are there, including a reference link, so nothing is structurally missing.

Where it falls short is in connecting to this particular code. The severity of 'critical' is asserted and then backed only by boilerplate about system integrity; it never says that `bar` originates from a decoded request parameter passed through `doSomething`, nor what an attacker could actually achieve here (e.g. chaining shell commands onto the `echo` invocation to run arbitrary code as the server user). Similarly, the location is the right line, but the output stops at the line number instead of highlighting the `cmd + bar` concatenation inside `r.exec(...)` as the injection point.

The remediation advice is reasonable but generic. 'Do not use dynamic input' and 'use hardcoded values' are sensible principles, and the sample code shows an allowlist-style pattern, but the example concerns file patterns and has nothing to do with this servlet, and the code block formatting is broken (a stray 'java' line). A developer would still have to work out for themselves how to handle `bar` here — there is no mention of validating against an allowlist of permitted arguments, or of using ProcessBuilder with an argument array so the input is never parsed by a shell. So the finding is clear and complete in form, but shallow in tailoring.",2026-08-21T22:00:21.464228+00:00
OUT033,EX020,java,cmd-injection,bearer,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is mostly easy to understand because it states the issue plainly as ""Unsanitized user input in OS command"" and explains that this can lead to ""command injection attacks,"" though the guidance formatting is somewhat generic.",3,"The output gives the severity label ""critical"" and broadly explains that command injection may allow ""attackers to execute unauthorized commands"" and compromise ""system integrity,"" but it does not explain why this specific line warrants critical severity.",4,"The output identifies the exact relevant location with ""Location: line 64,"" but it does not point to the specific expression on that line, such as the concatenation involving `cmd + bar`.",2,"The output gives general remediation advice such as ""Do not use OS commands that include dynamic input directly"" and ""use hardcoded values,"" but it does not say exactly how to rewrite this snippet or handle `bar`.",5,"The output includes all expected parts: a severity label ""critical,"" a description in the message, a code location ""line 64,"" an explanation of command injection risk, and remediation guidance under ""Remediations.""","The output is generally clear: it names the issue, gives a rule, provides a line number, and explains the general risk of putting user-controlled input into an operating system command. It is specific enough to identify the relevant line, but it stops short of identifying the exact risky expression on that line or tracing which variable contains user input. The severity is labeled as critical, and the text explains why command injection is dangerous in general, but it does not connect that severity to the particular code path or describe a concrete exploit scenario for this snippet. The fix guidance is useful at a high level, especially the advice to avoid dynamic input in OS commands, but it is fairly generic and does not give a snippet-specific replacement, such as avoiding `cmd + bar`, validating or whitelisting the value, or using a safer API pattern. Overall, the main expected information is present, but the remediation and severity justification could be more tailored to the shown code.",2026-08-21T22:00:33.704596+00:00
OUT033,EX020,java,cmd-injection,bearer,gemini,gemini-3.1-pro-preview,2,5,"The output is straightforward and easy to understand, utilizing clear headings and plain descriptions like ""Unsanitized user input in OS command"".",3,"The output labels the severity as ""critical"" and broadly explains that this type of attack can lead to a ""compromise of system integrity,"" but it does not link this explanation to the specific code snippet.",4,"The output identifies the exact code line by stating ""Location: line 64"", but it does not point out the specific part of the line that triggers the vulnerability.",2,"The output offers broad fixes such as ""Do use hardcoded values"" and includes a generic code example rather than explaining what to change within the actual code snippet provided.",5,"The output includes all five expected parts: a severity label (""critical""), an issue description (""Unsanitized user input""), location (""line 64""), explanation of vulnerability (""Directly incorporating...""), and remediation guidance.","The output is clear, well-structured, and includes all expected components of a vulnerability report. However, it lacks contextual ties to the developer's specific code. The severity is justified broadly for command injection but doesn't explain how the developer's specific snippet executes it. While it points directly to line 64, it doesn't highlight the exact variables responsible. Finally, the remediation guidance is generic; providing a broad ""do not use dynamic input"" instruction and an unrelated code example makes it harder for the developer to quickly apply a fix to their own code. To improve, the output should directly reference the vulnerable variables in the snippet and show how to fix that exact piece of code.",2026-08-21T22:00:49.779339+00:00
OUT034,EX020,java,cmd-injection,codeql,claude,claude-opus-5,2,4,"The message ""This command line depends on a [user-provided value](1)"" and the guidance sentence are short and readable, though the unresolved reference marker ""(1)"" and the bare severity word ""error"" leave a small gap since the source of the tainted value is never shown.",3,"It labels the finding ""Severity: error"" and gives only a general rationale, ""Using externally controlled strings in a command line is vulnerable to malicious changes in the strings"", without tying it to `r.exec(cmd + bar, ...)` or the concrete consequence of arbitrary OS command execution here.",4,"It gives ""Location: line 64, column 28"" plus the rule `java/command-line-injection`, pinning the exact line and a column offset, but it never names the offending expression (`cmd + bar`) or the tainted variable, so the in-line part is only implied by a numeric column.",2,"The only near-advice is the restated risk, ""Using externally controlled strings in a command line is vulnerable to malicious changes in the strings"", which implies avoiding external input but offers no change to make (no validation, allow-listing, or ProcessBuilder with argument arrays).",4,"Severity (""error""), issue description (""This command line depends on a user-provided value""), location (""line 64, column 28"") and a why-it's-vulnerable statement are all present, but remediation guidance is absent.","The output reads cleanly and gets the point across in one sentence: the command line built at line 64 is influenced by user-controlled input. The rule name (java/command-line-injection) reinforces the issue type, and the line-and-column location is precise enough to jump straight to the r.exec(...) call without hunting. What weakens it is the dangling ""(1)"" reference: it clearly intends to link back to the taint source (the decoded request parameter flowing through doSomething into bar), but as rendered there is no visible source, so the developer has to reconstruct the data flow themselves. The severity is given only as the bare word ""error"", with no ranking scale explained and no discussion of what an attacker could actually do here — in this snippet, concatenating attacker input onto an OS command means arbitrary command execution on the server, which is exactly the kind of impact statement that would justify the label. The weakest dimension is actionability: the guidance sentence merely restates the danger rather than saying what to change. There is no mention of using ProcessBuilder with separate argument arrays, avoiding shell concatenation, or strictly validating/allow-listing the parameter, so a developer unfamiliar with command injection gets no path forward. Four of the five expected parts are present; remediation guidance is the missing piece, and the severity rationale is generic rather than grounded in this code.",2026-08-21T22:01:10.986126+00:00
OUT034,EX020,java,cmd-injection,codeql,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is mostly understandable because it names the rule as ""java/command-line-injection"" and says ""This command line depends on a user-provided value,"" though the explanation is brief and somewhat vague.",3,"The output gives a severity label, ""Severity: error,"" but only broadly explains the risk with ""vulnerable to malicious changes"" and does not justify why this instance deserves that severity.",4,"The output points to an exact location with ""Location: line 64, column 28,"" but it does not explicitly identify the specific expression such as the concatenation involving user-controlled data.",2,"The only fix-related text is ""Using externally controlled strings in a command line is vulnerable,"" which warns about the pattern but does not explain what code to change or how to change it.",4,"The output includes a severity label, issue description, code location, and a brief vulnerability explanation, but it lacks real remediation guidance beyond the vague ""Guidance"" sentence.","The output is fairly clear: it identifies command-line injection and states that the command depends on user-provided input. It is also specific about the location by giving line 64 and a column number. However, it does not quote or name the exact dangerous expression, so the developer still has to inspect the line to understand that the command construction is the issue. The severity is labeled as an error, but the output does not explain why this is an error-level problem or what an attacker could do if the issue were exploited. The biggest weakness is actionability: it warns that externally controlled strings in command lines are dangerous, but it does not tell the developer how to fix the code, such as avoiding shell command construction, validating or allowlisting input, separating command arguments, or using a safer API. Overall, it includes most expected pieces of information, but the remediation and impact explanation are incomplete.",2026-08-21T22:01:26.757051+00:00
OUT034,EX020,java,cmd-injection,codeql,gemini,gemini-3.1-pro-preview,2,5,"The output is concise and uses straightforward language like ""command line depends on a [user-provided value]"" and ""vulnerable to malicious changes"" to clearly communicate the issue.",3,"The output provides the severity label ""error"" alongside a broad explanation that the pattern is ""vulnerable to malicious changes in the strings"", without relating this directly to the code snippet.",5,"The output pinpoints the exact location by providing ""line 64, column 28"", successfully identifying both the specific line and the exact part of the line.",1,"The output suggests no fix because the ""Guidance"" section only explains the vulnerability without offering any advice on what to change.",4,"The output includes four of the five expected parts—severity, description, location, and explanation—but lacks any remediation guidance on how to fix the issue.","The output is very concise and clear about what the issue is, making it easy to read and understand. It specifically pinpoints the vulnerability to the exact line and column, which is excellent for locating the problem in the code. However, while it gives a severity label and provides a general reason why command-line injection is dangerous, it does not explain the severity in the context of this specific code snippet or detail the potential impact of an exploit. The most significant flaw is the complete lack of actionability; the ""Guidance"" section only explains why the code is vulnerable but offers absolutely no advice or suggestions on how a developer should fix the issue, leaving a critical piece of information missing.",2026-08-21T22:01:41.703923+00:00
OUT035,EX021,python,sqli,bearer,claude,claude-opus-5,2,4,"The core message ""Unsanitized external input in SQL query"" and the Description paragraph are plain and readable, but the remediation examples are cluttered with stray ""python"" code-fence artifacts and unrelated contexts (""request.GET[\""untrusted\""]"", MySQLConverter) that take a moment to map onto this sqlite3 code.",3,"It states ""Severity: critical"" and gives only a generic rationale that SQL injection lets ""attackers to manipulate queries and access or modify data"", with nothing about this particular password-update statement or the credentials table it would expose.",4,"""Location: line 53"" pins the exact line, but the output never quotes or points at the responsible fragment, the "".format(password, username)"" interpolation inside the UPDATE string.",4,"Remediations tell the developer what to change and show how, e.g. ""use parameters for database queries"" with ""cursor.execute(\""SELECT * FROM products WHERE id LIKE ?\"", [f\""%{product_id}%\""])"", though the sample is not the actual UPDATE statement rewritten for this file.",5,"All five parts appear: ""Severity: critical"", the message/Description, ""Location: line 53"", the explanation of why unsanitized input in SQL is dangerous, and the Remediations plus OWASP references.","The output reads cleanly at the top: a severity, a rule ID, a single line number and a one-line message that immediately tells you what kind of problem this is. The Description then explains the mechanism of SQL injection in ordinary language, so a developer unfamiliar with the class of bug would still follow it. What drags clarity slightly is the formatting of the remediation block, where bare ""python"" labels sit above the code samples as leftover markup, and the samples come from Django/MySQL contexts that have nothing to do with this sqlite3 module.

Specificity is good but not perfect. Line 53 is exactly right, yet the tool never highlights the actual culprit inside that line, the string "".format(password, username)"" being spliced into the UPDATE statement. A reader scanning a long function would still find it, but the output makes them do the last step themselves.

Severity is labelled critical and left largely unjustified in context. The explanation given is generic to the vulnerability class rather than to this code, and it misses the obvious aggravating fact that the injectable statement writes passwords into a users table, which is precisely what makes a critical rating defensible here. Nothing is said about the concrete consequence, such as an attacker crafting a username that rewrites every user's password.

Actionability is the strongest part after completeness. Parameterised queries, input validation and escaping are all offered with runnable snippets, and the OWASP links give somewhere to go next. The gap is that none of the snippets is the fixed version of line 53, so the developer must transpose the pattern onto their own UPDATE query. All five expected components are present, so nothing is actually missing, only under-tailored to the snippet.",2026-08-21T22:02:03.047328+00:00
OUT035,EX021,python,sqli,bearer,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is mostly easy to understand because it gives a clear label and message, such as ""Severity: critical,"" ""Location: line 53,"" and ""Unsanitized external input in SQL query,"" though the guidance is somewhat generic and oddly formatted under ""Guidance: Description.""",3,"The output gives the severity label ""critical"" and broadly explains that SQL injection can let attackers ""manipulate queries and access or modify data,"" but it does not explain why this specific line in this snippet deserves critical severity.",4,"The output identifies the exact relevant line with ""Location: line 53,"" but it does not point to the specific unsafe string formatting or the particular variables ""password"" and ""username"" on that line.",2,"The output gives general remediation advice such as ""Do use parameters for database queries,"" but it does not show how to rewrite the specific line 53 query in this code.",5,"The output includes all expected parts: a severity label ""critical,"" a description ""Unsanitized external input in SQL query,"" a location ""line 53,"" an explanation of SQL injection risk, and remediation guidance under ""Remediations.""","The output is generally clear: it names the issue, labels it as SQL injection, and gives the exact line number. The explanation of SQL injection is understandable and explains the general risk of including externally controlled data in SQL statements. However, the severity is not justified in relation to this particular password update query; it says the issue is critical but does not explain why this code path or database operation makes it critical. The specificity is good because it points to line 53, but it could be better by identifying the string formatting expression and the password and username values as the unsafe parts. The remediation guidance is useful in a general sense, especially the recommendation to use parameterized queries, but it is not tailored to the snippet and does not provide a direct replacement for the vulnerable sqlite3 execute call. Nothing major is missing structurally: severity, description, location, explanation, and remediation are all present, but the fix guidance and severity rationale are more generic than ideal.",2026-08-21T22:02:15.601245+00:00
OUT035,EX021,python,sqli,bearer,gemini,gemini-3.1-pro-preview,2,5,"The output is easy to understand, clearly explaining that ""Using unsanitized data... exposes your application to SQL injection attacks.""",3,"The output provides a ""critical"" severity label and broadly explains that the issue is serious because it allows ""attackers to manipulate queries and access or modify data,"" without relating it directly to the provided code snippet.",4,"The output identifies the exact code line by stating ""Location: line 53"", but does not pinpoint the specific part of the line responsible for the vulnerability.",2,"The output suggests a broad fix to ""use parameters for database queries"" accompanied by generic examples, rather than showing what to change in the actual code snippet.",5,"The output includes all five expected parts by providing a ""Severity: critical"" label, a ""Message"" describing the issue, the ""Location: line 53"", an explanation of how ""This vulnerability arises"", and ""Remediations"" guidance.","The output is well-written, easy to understand, and includes all the necessary components of a good SAST warning. However, it relies entirely on generic boilerplate text rather than contextualizing the finding. The severity is labeled as critical with a broad explanation of SQL injection consequences, but it doesn't explain the impact specifically for this application's code. It accurately points to line 53, but fails to highlight exactly which inputs in the formatting string cause the issue. Most notably, the remediation advice is broad and generic; instead of showing how to parameterize the specific `UPDATE users SET password` query found in the code snippet, it provides generic examples that the developer must map to their own situation, making it harder to act upon immediately.",2026-08-21T22:02:35.014771+00:00
OUT036,EX021,python,sqli,codeql,claude,claude-opus-5,2,4,"The message ""This SQL query depends on a [user-provided value](1)"" and the guidance about ""insertion of malicious SQL code"" read plainly, though the unresolved link marker ""(1)"" and the bare severity token ""error"" leave small gaps.",3,"It states ""Severity: error"" and only offers the generic rationale that ""Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user"", with nothing tied to this password-update statement or its consequences.",4,"It pins the finding to ""line 53, column 15"", the exact vulnerable line, but never names the offending construct (the "".format(password, username)"" string interpolation).",2,"The ""Guidance"" field only restates the risk (""is vulnerable to insertion of malicious SQL code"") and never tells the developer to use parameterised queries or any other concrete change.",4,"Severity (""error""), description (""This SQL query depends on a user-provided value""), location (""line 53, column 15"") and a why-it-is-vulnerable explanation are present, but remediation guidance is absent.","The output is short and readable: within a line or two a developer knows that a SQL query on line 53 is being built from user-controlled input and that this can allow injection. The location is precise, giving both the line and a column, which lands directly on the offending UPDATE statement, so finding the problem takes no effort. Two things slightly dent clarity: the dangling markdown link reference ""[user-provided value](1)"" points at a source that is not shown in the output, so the reader cannot see which parameter (password or username) is the tainted one, and the severity is just the raw token ""error"" with no scale or reasoning attached to it.

Severity is asserted rather than argued. The guidance line is a boilerplate statement about SQL injection in general; it never mentions that this particular query rewrites stored passwords, that an attacker could alter other users' credentials, or that the whole users table is reachable through the injected fragment. That kind of code-specific reasoning would have made the ""error"" rating feel earned.

The weakest part is actionability. The field labelled ""Guidance"" does not actually guide: it repeats why the pattern is dangerous instead of telling the developer what to do. There is no mention of parameterised queries, placeholders such as `c.execute(""UPDATE users SET password = ? WHERE username = ?"", (password, username))`, or any library-level alternative. A reader who already knows about SQL injection will infer the fix, but the tool provides none of it.

Overall, four of the five expected elements are present and well presented; the missing remediation advice, plus the unexplained taint source and the generic severity rationale, are the main gaps.",2026-08-21T22:02:56.246318+00:00
OUT036,EX021,python,sqli,codeql,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is mostly easy to understand because it names the rule as ""py/sql-injection"" and says the query depends on a ""user-provided value,"" though it does not identify which value.",3,"The output gives the severity label ""Severity: error"" and broadly explains that this can allow ""insertion of malicious SQL code,"" but it does not explain why this specific warning is an error-level issue.",4,"The output points to ""Location: line 53, column 15,"" which identifies the relevant line, but it does not point out the specific expression such as the string formatting of password and username.",2,"The output only gives broad advice that ""Building a SQL query from user-controlled sources is vulnerable"" and does not say to use parameterized queries or show how to change this code.",4,"The output includes a severity label, issue description, location, and vulnerability explanation through ""Severity: error,"" ""Message,"" ""Location,"" and ""Guidance,"" but it lacks concrete remediation guidance.","The output is fairly clear: it identifies the issue as SQL injection and gives a precise line and column. However, it is somewhat vague because it does not say which user-provided value is involved, even though the code includes both password and username in the formatted SQL string. The severity is labeled as error, and the guidance explains the general danger of building SQL from user-controlled data, but it does not connect that severity to this exact code or describe the possible impact, such as changing other users' passwords or modifying database contents. The location is specific enough to find the relevant line, but not specific enough to identify the exact risky part of the line. The biggest weakness is actionability: it warns against the pattern but does not tell the developer to use parameterized SQL placeholders or provide an example fix. Overall, it has most of the expected information, but the remediation guidance is incomplete.",2026-08-21T22:03:08.072981+00:00
OUT036,EX021,python,sqli,codeql,gemini,gemini-3.1-pro-preview,2,5,"The output is easy to understand, using straightforward language like ""depends on a user-provided value"" and ""vulnerable to insertion of malicious SQL code"".",3,"The output includes the severity label ""error"" and a broad explanation that the issue is serious because it is ""vulnerable to insertion of malicious SQL code"", but does not explain this in relation to the specific code snippet.",5,"The output identifies the exact code line and the specific part of the line that is responsible by pinpointing ""line 53, column 15"".",1,"The output suggests no fix, as it merely states the code is ""vulnerable to insertion of malicious SQL code by the user"" without offering any steps to resolve the issue.",4,"The output includes four of the five expected parts (a severity label, an issue description, the location, and an explanation of the vulnerability) but completely lacks remediation guidance.","The output is clear and highly specific, pinpointing the exact line and column of the vulnerable code. It provides a severity label and broadly explains the dangers of SQL injection. However, it completely lacks actionability; despite having a 'Guidance' section, the text only explains the vulnerability and offers no advice on how to fix the issue, such as suggesting the use of parameterized queries. Furthermore, the explanation of severity is generic and not tailored to the specific context of the user password update query.",2026-08-21T22:03:23.276655+00:00
OUT037,EX021,python,sqli,semgrep,claude,claude-opus-5,2,4,"The one-line message ""Detected possible formatted SQL query. Use parameterized queries instead."" is short and readable, though the raw rule ID ""python.lang.security.audit.formatted-sql-query.formatted-sql-query"" and the hedging word ""possible"" add slight noise and leave the risk unnamed.",2,"It states only ""Severity: WARNING"" with no accompanying reasoning about why formatted SQL matters here or in general.",4,"It gives ""Location: line 53, column 5"", pinpointing the exact line (and a column), but does not call out the specific `""..."".format(password, username)` interpolation responsible.",3,"""Use parameterized queries instead"" plus a generic ""Guidance: https://stackoverflow.com/questions/775296/mysql-parameterized-queries"" link tells the developer what to change but gives no sqlite3-specific rewrite or placeholder example.",4,"Severity label, issue description, code location and remediation advice are present, but there is no explanation of why the code is vulnerable (no mention of SQL injection or attacker-controlled input).","The output is compact and easy to read: a developer can grasp in one sentence that a SQL string is being built by formatting and that parameterized queries are the recommended alternative. The location is precise, giving both line 53 and a column, so there is no hunting for the offending statement, although it stops short of highlighting the `.format(password, username)` call itself as the interpolation point.

Where it falls short is explanation. The severity is just a bare 'WARNING' label with nothing to justify it — no statement that untrusted `username` or `password` values flowing into an UPDATE statement could let an attacker alter or dump the users table, and no sense of what an exploit would achieve. Similarly, the message describes the pattern ('formatted SQL query') without ever naming SQL injection or explaining why string interpolation is dangerous, so a developer unfamiliar with the class of bug has to infer the risk. The hedge 'possible' also weakens confidence without saying what would confirm it.

Remediation is directionally right but thin: 'Use parameterized queries instead' is the correct advice, yet the supplied link points at a MySQL Stack Overflow thread while the code uses sqlite3, and no concrete rewrite (e.g. passing `?` placeholders with a parameter tuple to `c.execute`) is offered. A one-line corrected snippet would have made this immediately actionable. Overall: clear and well-located, but under-explained on risk and only generically helpful on the fix.",2026-08-21T22:03:42.327146+00:00
OUT037,EX021,python,sqli,semgrep,chatgpt,gpt-5.5-2026-04-23,2,4,"The output is concise and understandable because it states ""Detected possible formatted SQL query"" and immediately says ""Use parameterized queries instead,"" though it gives little context.",2,"The output gives a severity label, ""Severity: WARNING,"" but does not explain why this warning matters or what risk it creates.",4,"The output identifies the relevant code location with ""Location: line 53, column 5,"" but it does not point to the exact unsafe interpolation inside the SQL string.",2,"The output gives a broad fix, ""Use parameterized queries instead,"" and a link, but it does not show how to rewrite this specific SQLite query safely.",4,"The output includes a severity label, issue description, code location, and remediation guidance, but it lacks an explanation of why the code is vulnerable.","The output is generally clear: it names the issue as a possible formatted SQL query and gives the basic recommendation to use parameterized queries. It is also specific enough to find the relevant statement because it gives line 53 and a column. However, it does not identify the particular dangerous part of the line, namely the string formatting of password and username into the SQL statement. The severity is not justified beyond the label WARNING; there is no explanation of why SQL string formatting is dangerous or what an attacker could do. The fix is only broadly actionable: parameterized queries are the right kind of remedy, but the output does not show the developer how to apply that in this SQLite code, and the guidance link points to a general Stack Overflow page about MySQL rather than a tailored example. The main missing piece is an explanation of the vulnerability and its possible impact.",2026-08-21T22:03:53.477108+00:00
