output_id,example_id,language,vuln_type,tool,rule_id,severity,line,column,message,rule_description,reference_url
OUT058,EX034,python,path-traversal,bearer,python_lang_path_traversal,high,7,,Unsanitized dynamic input in file path,"Description
Using unsanitized dynamic input to determine file paths can allow attackers to gain access to files and folders outside of the intended scope. This vulnerability occurs when input provided by users is directly used to access the filesystem without proper validation or sanitization.
Remediations
- **Do not** directly use external input to construct file paths. This can lead to unauthorized file access.
- **Do** use a safelist to define accessible paths or directories. Only allow user input to influence file paths within these predefined, safe boundaries.
- **Do** use absolute path checks to confirm that the constructed path is within the expected directory
    python
    BASE_DIRECTORY = '/path/to/safe/directory'
    my_path = os.path.abspath(os.path.join(BASE_DIRECTORY, dynamic_input))
    if my_path.startswith(BASE_DIRECTORY):
      open(my_path)
   
References
- OWASP Path Traversal",https://docs.bearer.com/reference/rules/python_lang_path_traversal
OUT059,EX035,python,path-traversal,bearer,python_lang_path_traversal,high,41,,Unsanitized dynamic input in file path,"Description
Using unsanitized dynamic input to determine file paths can allow attackers to gain access to files and folders outside of the intended scope. This vulnerability occurs when input provided by users is directly used to access the filesystem without proper validation or sanitization.
Remediations
- **Do not** directly use external input to construct file paths. This can lead to unauthorized file access.
- **Do** use a safelist to define accessible paths or directories. Only allow user input to influence file paths within these predefined, safe boundaries.
- **Do** use absolute path checks to confirm that the constructed path is within the expected directory
    python
    BASE_DIRECTORY = '/path/to/safe/directory'
    my_path = os.path.abspath(os.path.join(BASE_DIRECTORY, dynamic_input))
    if my_path.startswith(BASE_DIRECTORY):
      open(my_path)
   
References
- OWASP Path Traversal",https://docs.bearer.com/reference/rules/python_lang_path_traversal
OUT060,EX036,python,cmd-injection,bearer,python_lang_os_command_injection,critical,233,,Unsanitized user input in OS command,"Description
Directly incorporating external or user-defined input into an OS command exposes the system to possible command injection attacks. This vulnerability allows attackers to execute unauthorized commands on the operating system, potentially leading to a compromise of system integrity.
Remediations
- **Do not** use OS commands that include dynamic input directly. Instead, explore safer alternatives such as libraries or built-in functions that achieve the same goal without executing system commands. 
- **Do** use hardcoded values for any input that is incorporated into OS commands. This approach minimizes the risk by ensuring only predefined inputs are used, thus preventing attackers from injecting malicious commands. Use safe lists or dictionaries if you need to be dynamic. 
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/python_lang_os_command_injection
OUT061,EX036,python,cmd-injection,codeql,py/command-line-injection,error,233,32,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT062,EX036,python,cmd-injection,semgrep,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,ERROR,233,47,"Found 'subprocess' function 'Popen' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",,https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess
OUT063,EX037,python,cmd-injection,bearer,python_lang_os_command_injection,critical,21,,Unsanitized user input in OS command,"Description
Directly incorporating external or user-defined input into an OS command exposes the system to possible command injection attacks. This vulnerability allows attackers to execute unauthorized commands on the operating system, potentially leading to a compromise of system integrity.
Remediations
- **Do not** use OS commands that include dynamic input directly. Instead, explore safer alternatives such as libraries or built-in functions that achieve the same goal without executing system commands. 
- **Do** use hardcoded values for any input that is incorporated into OS commands. This approach minimizes the risk by ensuring only predefined inputs are used, thus preventing attackers from injecting malicious commands. Use safe lists or dictionaries if you need to be dynamic. 
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/python_lang_os_command_injection
OUT064,EX038,python,cmd-injection,semgrep,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,ERROR,38,58,"Found 'subprocess' function 'Popen' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",,https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess
OUT065,EX039,python,cmd-injection,bearer,python_lang_os_command_injection,critical,81,,Unsanitized user input in OS command,"Description
Directly incorporating external or user-defined input into an OS command exposes the system to possible command injection attacks. This vulnerability allows attackers to execute unauthorized commands on the operating system, potentially leading to a compromise of system integrity.
Remediations
- **Do not** use OS commands that include dynamic input directly. Instead, explore safer alternatives such as libraries or built-in functions that achieve the same goal without executing system commands. 
- **Do** use hardcoded values for any input that is incorporated into OS commands. This approach minimizes the risk by ensuring only predefined inputs are used, thus preventing attackers from injecting malicious commands. Use safe lists or dictionaries if you need to be dynamic. 
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/python_lang_os_command_injection
OUT066,EX039,python,cmd-injection,semgrep,python.django.security.injection.command.subprocess-injection.subprocess-injection,ERROR,81,19,"Detected user input entering a `subprocess` call unsafely. This could result in a command injection vulnerability. An attacker could use this vulnerability to execute arbitrary commands on the host, which allows them to download malware, scan sensitive data, or run any command they wish on the server. Do not let users choose the command to run. In general, prefer to use Python API versions of system commands. If you must use subprocess, use a dictionary to allowlist a set of commands.",,https://semgrep.dev/docs/cheat-sheets/python-command-injection/
OUT067,EX040,python,cmd-injection,semgrep,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,ERROR,37,55,"Found 'subprocess' function 'Popen' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",,https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess
OUT068,EX041,javascript,sqli,bearer,javascript_lang_sql_injection,critical,34,,Unsanitized input in SQL query,"Description
Using unsanitized data, such as user input or request data, or externally influenced data passed to a function, in SQL query exposes your application to SQL injection attacks. This vulnerability arises when externally controlled data is directly included in SQL statements without proper sanitation, allowing attackers to manipulate queries and access or modify data.
Remediations
- **Do not** use raw SQL queries that concatenate unsanitized input directly.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(""SELECT * FROM users WHERE ID = "" + req.params.userId); // unsafe
  
- **Do** validate all query inputs to ensure they meet expected patterns or values before using them in a query.
  javascript
  var rawId = req.params.userId
  if !(/[0-9]+/.test(rawId)) {
    // input is unexpected; don't make the query
  }
  
- **Do** use prepared (or parameterized) statements for querying databases to safely include external input.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(
    ""SELECT * FROM users WHERE ID = ?"",
    { replacements: [req.params.userId] },
    type: sequelize.QueryTypes.SELECT
  )
  
References
- OWASP SQL injection explained
- OWASP SQL injection prevention cheat sheet",https://docs.bearer.com/reference/rules/javascript_lang_sql_injection
OUT069,EX041,javascript,sqli,codeql,js/sql-injection,error,34,28,"This query string depends on a [user-provided value](1).
This query string depends on a [user-provided value](2).",Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.,
OUT070,EX041,javascript,sqli,semgrep,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,ERROR,34,28,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",,https://sequelize.org/docs/v6/core-concepts/raw-queries/#replacements
OUT071,EX042,javascript,sqli,bearer,javascript_lang_sql_injection,critical,58,,Unsanitized input in SQL query,"Description
Using unsanitized data, such as user input or request data, or externally influenced data passed to a function, in SQL query exposes your application to SQL injection attacks. This vulnerability arises when externally controlled data is directly included in SQL statements without proper sanitation, allowing attackers to manipulate queries and access or modify data.
Remediations
- **Do not** use raw SQL queries that concatenate unsanitized input directly.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(""SELECT * FROM users WHERE ID = "" + req.params.userId); // unsafe
  
- **Do** validate all query inputs to ensure they meet expected patterns or values before using them in a query.
  javascript
  var rawId = req.params.userId
  if !(/[0-9]+/.test(rawId)) {
    // input is unexpected; don't make the query
  }
  
- **Do** use prepared (or parameterized) statements for querying databases to safely include external input.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(
    ""SELECT * FROM users WHERE ID = ?"",
    { replacements: [req.params.userId] },
    type: sequelize.QueryTypes.SELECT
  )
  
References
- OWASP SQL injection explained
- OWASP SQL injection prevention cheat sheet",https://docs.bearer.com/reference/rules/javascript_lang_sql_injection
OUT072,EX043,javascript,sqli,codeql,js/sql-injection,error,91,26,This query object depends on a [user-provided value](1).,Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.,
OUT073,EX044,javascript,sqli,codeql,js/sql-injection,error,104,26,This query object depends on a [user-provided value](1).,Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.,
OUT074,EX045,javascript,sqli,bearer,javascript_lang_sql_injection,critical,11,,Unsanitized input in SQL query,"Description
Using unsanitized data, such as user input or request data, or externally influenced data passed to a function, in SQL query exposes your application to SQL injection attacks. This vulnerability arises when externally controlled data is directly included in SQL statements without proper sanitation, allowing attackers to manipulate queries and access or modify data.
Remediations
- **Do not** use raw SQL queries that concatenate unsanitized input directly.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(""SELECT * FROM users WHERE ID = "" + req.params.userId); // unsafe
  
- **Do** validate all query inputs to ensure they meet expected patterns or values before using them in a query.
  javascript
  var rawId = req.params.userId
  if !(/[0-9]+/.test(rawId)) {
    // input is unexpected; don't make the query
  }
  
- **Do** use prepared (or parameterized) statements for querying databases to safely include external input.
  javascript
  var sqlite = new Sequelize(""sqlite::memory:"");
  sqlite.query(
    ""SELECT * FROM users WHERE ID = ?"",
    { replacements: [req.params.userId] },
    type: sequelize.QueryTypes.SELECT
  )
  
References
- OWASP SQL injection explained
- OWASP SQL injection prevention cheat sheet",https://docs.bearer.com/reference/rules/javascript_lang_sql_injection
OUT075,EX045,javascript,sqli,codeql,js/sql-injection,error,11,21,This query string depends on a [user-provided value](1).,Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.,
OUT076,EX045,javascript,sqli,semgrep,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,ERROR,11,21,"Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.",,https://sequelize.org/docs/v6/core-concepts/raw-queries/#replacements
OUT077,EX046,javascript,xss,bearer,javascript_react_dangerously_set_inner_html,high,132,,Unsanitized user input in React inner HTML method (XSS),"Description
Using React's dangerouslySetInnerHTML with unsanitized data can introduce Cross-Site Scripting (XSS) vulnerabilities. This occurs when external input is embedded directly into the HTML without proper sanitization, allowing attackers to inject malicious scripts.
Remediations
- **Do** sanitize data before using it with dangerouslySetInnerHTML. This step is crucial to prevent XSS attacks by ensuring that the input does not contain harmful scripts.
javascript
<div dangerouslySetInnerHTML={{__html: sanitize(data)}} />
References
- OWASP Cross-Site Scripting (XSS) Cheatsheet",https://docs.bearer.com/reference/rules/javascript_react_dangerously_set_inner_html
OUT078,EX046,javascript,xss,codeql,js/xss-through-dom,warning,132,52,[DOM text](1) is reinterpreted as HTML without escaping meta-characters.,Reinterpreting text from the DOM as HTML can lead to a cross-site scripting vulnerability.,
OUT079,EX047,javascript,xss,bearer,javascript_react_dangerously_set_inner_html,high,172,,Unsanitized user input in React inner HTML method (XSS),"Description
Using React's dangerouslySetInnerHTML with unsanitized data can introduce Cross-Site Scripting (XSS) vulnerabilities. This occurs when external input is embedded directly into the HTML without proper sanitization, allowing attackers to inject malicious scripts.
Remediations
- **Do** sanitize data before using it with dangerouslySetInnerHTML. This step is crucial to prevent XSS attacks by ensuring that the input does not contain harmful scripts.
javascript
<div dangerouslySetInnerHTML={{__html: sanitize(data)}} />
References
- OWASP Cross-Site Scripting (XSS) Cheatsheet",https://docs.bearer.com/reference/rules/javascript_react_dangerously_set_inner_html
OUT080,EX048,javascript,xss,codeql,js/xss,error,17,55,Cross-site scripting vulnerability due to [user-provided value](1).,Writing user input directly to the DOM allows for a cross-site scripting vulnerability.,
OUT081,EX048,javascript,xss,semgrep,javascript.express.security.audit.xss.ejs.explicit-unescape.template-explicit-unescape,WARNING,17,55,"Detected an explicit unescape in an EJS template, using '<%- ... %>' If external data can reach these locations, your application is exposed to a cross-site scripting (XSS) vulnerability. Use '<%= ... %>' to escape this data. If you need escaping, ensure no external data can reach this location.",,http://www.managerjs.com/blog/2015/05/will-ejs-escape-save-me-from-xss-sorta/
OUT082,EX049,javascript,xss,codeql,js/code-injection,error,32,29,This code execution depends on a [user-provided value](1).,Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.,
OUT083,EX050,javascript,xss,codeql,js/xss-through-exception,warning,144,22,[Exception text](1) is reinterpreted as HTML without escaping meta-characters.,Reinterpreting text from an exception as HTML can lead to a cross-site scripting vulnerability.,
OUT084,EX051,javascript,path-traversal,bearer,javascript_lang_path_traversal,high,33,,Unsanitized dynamic input in file path,"Description
Using unsanitized dynamic input to determine file paths can allow attackers to gain access to files and folders outside of the intended scope. This vulnerability occurs when input provided by users is directly used to access the filesystem without proper validation or sanitization.
Remediations
- **Do not** directly use user input to construct file paths. This can lead to unauthorized file access.
- **Do** sanitize user input used in file paths. Replace patterns that can navigate out of intended directories, such as ..\.., to prevent path traversal attacks.
  javascript
  var folder = target.replace(/^(\.\.(\/|\\|$))+/, '');
  
- **Do** check for and remove any instances of the NULL byte (""%00"") in user input to guard against poison NULL byte attacks.
  javascript
  if (target.indexOf('\0') !== -1) {
    // Handle or reject the input
  }
  
- **Do** use path concatenation methods provided by your programming environment to securely combine user input with your base directory path. This ensures the final path starts within the intended scope.
  javascript
  const path = require(""path"");
  var pathname = path.join(""/public/"", folder);
  if (pathname.indexOf(""/public/"") !== 0) {
    // Handle or reject the input
  }
  
References
- OWASP Path Traversal",https://docs.bearer.com/reference/rules/javascript_lang_path_traversal
OUT085,EX051,javascript,path-traversal,codeql,js/path-injection,error,33,20,This path depends on a [user-provided value](1).,Accessing paths influenced by users can allow an attacker to access unexpected resources.,
OUT086,EX051,javascript,path-traversal,semgrep,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,WARNING,33,20,"The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.",,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html
OUT087,EX052,javascript,path-traversal,bearer,javascript_express_external_file_upload,high,14,,Unsanitized user input in HTTP send file request,"Description
Using unsanitized user input in the sendFile API call exposes your application to path manipulation attacks. This vulnerability allows attackers to access files and resources they shouldn't be able to, by manipulating file paths in requests.
Remediations
- **Do** set the root option to an absolute path to a directory when using sendFile. This confines the accessible files to a specific directory, preventing attackers from accessing files outside of this directory.
  javascript
  app.post(""/upload"", (req, res) => {
    var options = {
      root: path.join(__dirname, ""upload"")
    };
    res.sendFile(req.params.filename, options);
  });
  
References
- Express sendFile API reference",https://docs.bearer.com/reference/rules/javascript_express_external_file_upload
OUT088,EX052,javascript,path-traversal,bearer,javascript_express_path_traversal,high,14,,Unsanitized user input in file path,"Description
Using unsanitized user input to construct file paths can allow attackers to access files and directories beyond the intended limits. This vulnerability, known as path traversal, poses a significant security risk.
Remediations
- **Do not** directly use user input in file path construction. This can lead to unauthorized file access.
- **Do** sanitize user input before using it in path resolution. Replace or remove dangerous patterns like \..\.. to prevent directory traversal attacks.
  javascript
  var sanitizedPath = userInput.replace(/^(\.\.(\/|\\|$))+/, '');
  
- **Do** check for and eliminate any instances of the poison NULL byte (""%00"") in user input, as it can be used to bypass path sanitization.
  javascript
  if (userInput.indexOf('\0') !== -1) {
    // Handle or reject the input
  }
  
- **Do** validate the final path to ensure it is within the intended scope before accessing the file system.
References
- OWASP Path Traversal",https://docs.bearer.com/reference/rules/javascript_express_path_traversal
OUT089,EX052,javascript,path-traversal,codeql,js/path-injection,error,14,20,This path depends on a [user-provided value](1).,Accessing paths influenced by users can allow an attacker to access unexpected resources.,
OUT090,EX052,javascript,path-traversal,semgrep,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,WARNING,14,20,"The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.",,https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html
OUT091,EX053,javascript,path-traversal,codeql,js/path-injection,error,78,23,This path depends on a [user-provided value](1).,Accessing paths influenced by users can allow an attacker to access unexpected resources.,
OUT092,EX054,javascript,path-traversal,bearer,javascript_lang_non_literal_fs_filename,high,37,,Unsanitized dynamic input in file path,"Description
Allowing unsanitized dynamic input in file paths can lead to unauthorized file and folder access. This vulnerability arises when dynamic data is used within the file system operations, potentially allowing attackers to access unauthorized or hidden files and folders.
Remediations
- **Do** sanitize all dynamic data and function arguments before using them in file system operations. This step is crucial to prevent unauthorized access.
- **Do** use a combination of hard-coded string literals and control logic, instead of directly passing dynamic data or function arguments to file system functions. This ensures safety.
  javascript
  function write(filename) {
    switch(filename) {
      case ""hello.txt"":
        fs.writeCreateFile(""hello.txt"");
        break;
      // Add more cases as necessary
    }
  }
  
References
- OWASP path traversal",https://docs.bearer.com/reference/rules/javascript_lang_non_literal_fs_filename
OUT093,EX055,javascript,path-traversal,codeql,js/template-object-injection,error,120,38,Template object depends on a [user-provided value](1).,Instantiating a template using a user-controlled object is vulnerable to local file read and potential remote code execution.,
OUT094,EX056,javascript,cmd-injection,bearer,javascript_lang_dynamic_os_command,critical,78,,Unsanitized dynamic input in OS command,"Description
Incorporating unsanitized dynamic input directly into operating system commands poses a significant security risk. This practice could give attackers the opportunity to execute harmful commands on your system.
Remediations
- **Do** use static, hardcoded values in command strings - wherever possible - to avoid relying on dynamic data.
  javascript
  let filePattern = ""*.js"";
  cp.exec(cp ${filePattern} destinationFolder, (error, stdout, stderr) => {});
  
- **Do** sanitize any dynamic input used in OS commands to ensure it does not contain malicious code. This can be achieved by validating and escaping the input.
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/javascript_lang_os_command_injection
OUT095,EX056,javascript,cmd-injection,bearer,javascript_lang_os_command_injection,critical,78,,Unsanitized user input in OS command,"Description
Executing operating system commands with unsanitized user input can lead to command injection vulnerabilities. This occurs when attackers manipulate the input to execute unauthorized commands, potentially gaining control over the system.
Remediations
- **Do not** directly use user input in OS command execution. This can open up the system to command injection attacks.
- **Do** use static or predefined values for command parameters when possible. This reduces the risk of injection and ensures that the command operates within expected parameters.
  javascript
  let filePattern = ""*.js""
  if (req.params.graphql) {
    filePattern = ""*.gql""
  }
  cp.exec(cp ${filePattern} foo, (error, stdout, stderr) => {});
  
- **Do** validate and sanitize all user input used in OS commands. Ensure that the input does not contain malicious characters or command sequences.
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/javascript_lang_os_command_injection
OUT096,EX056,javascript,cmd-injection,codeql,js/command-line-injection,error,78,10,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT097,EX056,javascript,cmd-injection,semgrep,javascript.lang.security.detect-child-process.detect-child-process,ERROR,78,10,"Detected calls to child_process from a function argument `req`. This could lead to a command injection if the input is user controllable. Try to avoid calls to child_process, and if it is needed ensure user input is correctly sanitized or sandboxed.",,https://cheatsheetseries.owasp.org/cheatsheets/Nodejs_Security_Cheat_Sheet.html#do-not-use-dangerous-functions
OUT098,EX057,javascript,cmd-injection,codeql,js/command-line-injection,error,272,31,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT099,EX057,javascript,cmd-injection,semgrep,javascript.lang.security.detect-child-process.detect-child-process,ERROR,272,31,"Detected calls to child_process from a function argument `input`. This could lead to a command injection if the input is user controllable. Try to avoid calls to child_process, and if it is needed ensure user input is correctly sanitized or sandboxed.",,https://cheatsheetseries.owasp.org/cheatsheets/Nodejs_Security_Cheat_Sheet.html#do-not-use-dangerous-functions
OUT100,EX058,javascript,cmd-injection,codeql,js/command-line-injection,error,174,10,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT101,EX059,javascript,cmd-injection,bearer,javascript_lang_os_command_injection,critical,39,,Unsanitized user input in OS command,"Description
Executing operating system commands with unsanitized user input can lead to command injection vulnerabilities. This occurs when attackers manipulate the input to execute unauthorized commands, potentially gaining control over the system.
Remediations
- **Do not** directly use user input in OS command execution. This can open up the system to command injection attacks.
- **Do** use static or predefined values for command parameters when possible. This reduces the risk of injection and ensures that the command operates within expected parameters.
  javascript
  let filePattern = ""*.js""
  if (req.params.graphql) {
    filePattern = ""*.gql""
  }
  cp.exec(cp ${filePattern} foo, (error, stdout, stderr) => {});
  
- **Do** validate and sanitize all user input used in OS commands. Ensure that the input does not contain malicious characters or command sequences.
References
- OWASP command injection explained",https://docs.bearer.com/reference/rules/javascript_lang_os_command_injection
OUT102,EX059,javascript,cmd-injection,codeql,js/command-line-injection,error,39,7,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT103,EX060,javascript,cmd-injection,codeql,js/command-line-injection,error,25,26,This command line depends on a [user-provided value](1).,Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.,
OUT104,EX060,javascript,cmd-injection,semgrep,javascript.lang.security.detect-child-process.detect-child-process,ERROR,25,26,"Detected calls to child_process from a function argument `command`. This could lead to a command injection if the input is user controllable. Try to avoid calls to child_process, and if it is needed ensure user input is correctly sanitized or sandboxed.",,https://cheatsheetseries.owasp.org/cheatsheets/Nodejs_Security_Cheat_Sheet.html#do-not-use-dangerous-functions
